_id,sn,mda,purpose,state,lga,address,landmark,year_commissioned,valuation,lat,lng
asset_95dd4f4b20,800,Federal Government Girls College/Unity School,Academic Building,Abuja,"Rubbochi, Kuje","FGC Road, Ope Rubochi, Kuje,",,,,9.0643305,7.4892974
asset_e60f91d6dc,801,Federal Government Girls College/Unity School,Academic Building,Yobe,Potiskum,"Unamed Road, Potiskum",,,,11.7122553,11.0762744
asset_ae56a745b0,803,Federal Government Girls College/Unity School,Academic Building,Anambra,Onitsha,"Onitsha-Otuocha road, 3-3, Nkwelle Ezunaka Oyi Local government Area,",,,,6.1461619,6.8019088
asset_a2dcdbb2bb,804,Federal Government Girls College/Unity School,Academic Building,Ebonyi,Okposi,"Along Ohazara Road Area, Okposi",,,,6.1996918,8.0348906
asset_d76a145c39,805,Federal Government Girls College/Unity School,Academic Building,Abia,Ohafia,Bende Road Ebem-Ohafia,,,,5.6629148,7.8324886
asset_f4e1d5a6f4,806,Federal Government Girls College/Unity School,Academic Building,Cross River,Ogoja,"Along Ogoja Road, Ogoja",,,,6.527803,8.6878448
asset_ce09158c94,807,Federal Government Girls College/Unity School,Academic Building,Oyo,Ogbomosho,"Ogbomoso - Ikoyi Rd, Sabo, Ogbomosho",,,,8.133,4.25
asset_81d859395b,809,Federal Government Girls College/Unity School,Academic Building,,Odikolokuna,,,,,,
asset_b981a13b86,810,Federal Government Girls College/Unity School,Academic Building,Niger,Minna,"AlongÂ Bosso Road, Minna",,,,9.6187093,6.5475752
asset_05e4532078,812,Federal Government Girls College/Unity School,Academic Building,"FCT, Abuja",Kwali,"Along Kaduna - Lokoja Road, Kwali",,,,9.0643103,7.481256
asset_ee1301d1cb,813,Federal Government Girls College/Unity School,Academic Building,Jigawa,kiyawa,"Along Maidugori Road, Kiyawa",,,,11.7964786,9.5194975
asset_157743e5b6,814,Federal Government Girls College/Unity School,Academic Building,Nasarrawa,Keffi,"Along Keffi Road, Keffi",,,,,
asset_1f30d76c7d,815,Federal Government Girls College/Unity School,Academic Building,Kano,Kano,"Off Zaria road, Kano",,,,11.9939978,8.5219738
asset_eb643a990e,816,Federal Government Girls College/Unity School,Academic Building,Kaduna,Kaduna,"Along Rabah Road, Kaduna",,,,10.5182899,7.4359863
asset_774678298a,817,Federal Government Girls College/Unity School,Academic Building,Plateau,Jos,"Along Market Road, Off Zaria Road. Jos",,,,9.9175125,8.8979401
asset_348587d128,818,Federal Government Girls College/Unity School,Academic Building,Osun,Ikirun,"Ikirun Road, Ikirun",,,,7.916667,4.666667
asset_9464526b32,819,Federal Government Girls College/Unity School,Academic Building,Awka Ibom,Ikot Ekpene,"Along Old Itu Road, Ikot Ekpene.",,,,,
asset_fb5a1d93ad,820,Federal Government Girls College/Unity School,Academic Building,Cross River,Ikom,AlongCalabar/Ogoja Highway Ikom,,,,5.962765,8.7239694
asset_4f5cd656a1,822,Federal Government Girls College/Unity School,Academic Building,Anambra,Iket Nise,"Along Iket road, Nise",,,,6.2183136,6.9531842
asset_75e73f413f,823,Federal Government Girls College/Unity School,Academic Building,Lagos,Ijanikin,"Kilometer 28, Lagos Badagry expressway, Lagos",,,,6.4966575,3.1207995
asset_735a696d66,824,Federal Government Girls College/Unity School,Academic Building,Abuja,Garki,"Along Ahmadu Bello Way, Garki",,,,9.0131423,7.4813472
asset_f0e75cf43e,825,Federal Government Girls College/Unity School,Academic Building,Adamawa,Ganye,"Along Ganye Road, Yola",,,,8.4379908,11.8544901
asset_c903305dde,826,Federal Government Girls College/Unity School,Academic Building,Katsina,Daura,"Off Madugu Shopping Complex, Daura",,,,13.035917,8.319388
asset_b79009b05a,829,Federal Government Girls College/Unity School,Academic Building,Bauchi,Azare,"Along Misau Road, Azare",,,,11.6729045,10.1918308
asset_e216a1a497,830,Federal Government Girls College/Unity School,Academic Building,Sokoto,Sokoto,"Off Gusau Road, Sokoto, Sokoto LGA",,,,13.0610588,5.2373194
asset_568c9fe0a6,831,College of Education/Unity School,Academic Building,Lagos,Yaba,"Saint Finbarrs College Road, Akoka, Yaba",,,,6.5114693,3.3699982
asset_5f43c41e5e,832,Federal Polytechnic/Unity School,Academic Building,Ebonyi,Unwana Afikpo,"AlongÂ Unwana Road, Afikpo",,,,5.7958008,7.9323308
asset_cb1620b380,834,Federal Polytechnic/Unity School,Academic Building,Kwara,Offa,"Offa â€“ Ojoku Road, Off Offa Town Center, Offa",,,,8.1560008,4.7227435
asset_2150a51b0e,835,Federal Polytechnic/Unity School,Academic Building,Imo,Nekede,"Along Nekede road, Owerri",,,,5.4333523,7.0339554
asset_0b9a37fbb4,836,Federal Polytechnic/Unity School,Academic Building,Nasarawa,Lafia,"Along Keffi Road, Lafia,",,,,8.4960459,8.5147636
asset_c5b2712ec9,837,Federal Polytechnic/Unity School,Academic Building,Adamawa,Mubi,"Along Mubi Expressway, Yola",,,,10.267607,13.264359
asset_b9eaea8b8b,838,Federal Polytechnic/Unity School,Academic Building,Zamfara,Kaura Namoda,"Shinkafi Road, Kaura Namoda",,,,12.4773306,6.5716659
asset_9eaf2fc0b7,839,Federal Polytechnic/Unity School,Academic Building,Kaduna,kaduna,"Along Polytechnic Road, Tudun Wada",,,,10.5182899,7.4359863
asset_d94b2f51df,840,Federal Polytechnic/Unity School,Academic Building,Kogi,Idah,"Along Anyigba Road, Idah",,,,7.1099854,6.7340488
asset_3eb2b7782a,841,Federal Polytechnic/Unity School,Academic Building,Ogun,Ilaro,"Along Oja Odan Road, Ilaro",,,,6.886528,3.020501
asset_9b85f648d4,842,Federal Polytechnic/Unity School,Academic Building,Kebbi,Gwandu,"Birnin Kebbi - Argungu Rd, Birnin",,,,12.4893811,4.6277949
asset_0711618d86,843,Federal Polytechnic/Unity School,Academic Building,Bayelsa,Ekowe,"No. 7 Green Villa Road, Biogbolo, Yenagoa",,,,5.2850669,6.4166104
asset_8b5785e942,844,Federal Polytechnic/Unity School,Academic Building,Osun,Ede,"Along Ife-Ede Expressway Polytechnic Road, Ede",,,,7.733333,4.433333
asset_ea969fc62f,845,Federal Polytechnic/Unity School,Academic Building,Yobe,Damaturu,"Bukar Abba Ibrahim Way, Opposite Government Girls College,Damaturu",,,,11.747,11.9608
asset_7bcae023c7,846,Federal Polytechnic/Unity School,Academic Building,Niger,Bida,"KM 1.5, Doko Road, Bida",,,,9.083333,6.016667
asset_2949d3b6cd,847,Federal Polytechnic/Unity School,Academic Building,Bauchi,Bauchi,"Off Dass Road,. Gwallameji Village,. Bauchi-Tafawa Balewa, Bauchi",,,,10.3168749,9.8410189
asset_0a81dc5c71,848,Federal Polytechnic/Unity School,Academic Building,Taraba,Bali,"Along Bali Expressway, Jalingo",,,,8.0906258,10.9522619
asset_f707a4e469,849,Federal Polytechnic/Unity School,Academic Building,Edo,Auchi,"Along Benin â€“ Okene Road, Auchi",,,,7.067445,6.267666
asset_d710f21e44,850,Federal Polytechnic/Unity School,Academic Building,Ekiti,Ado Ekiti,"Along Ado/Ijan Ekiti road, Ado-Ekiti",,,,7.6232482,5.22274
asset_9826e52cca,851,Federal Ministry of Education,Office Building,Abuja,AMAC,"Federal Secretariat Complex, Shehu Shagari Way, Central Area, Garki",,,,9.0552729,7.4662595
asset_e7cc633301,852,Federal College of Education,Academic Building,Kaduna,Zaria,"Along Old Jos Road, Zaria",,,,11.0248119,7.6518533
asset_8fd5ab8de1,853,Federal Ministry of Education,Academic Building,Adamawa,Yola,"Along Numan Road, Jimeta-Yola",,,,9.2089255,12.4802485
asset_d4d750be0e,854,Federal Ministry of Education,Academic Building,Anambra,Umunze,"Along Umunze Road, Orumba",,,,5.9660801,7.2367984
asset_a420fb7c1d,855,Federal Ministry of Education,Academic Building,Yobe,Potiskum,"Along Maiduguri Road, Potiskum",,,,11.7122553,11.0762744
asset_5f461d3a04,856,Federal Ministry of Education,Academic Building,Plateau,Pankshin,"along Pankshin road, Langtang, Jos",,,,9.3054781,9.3794144
asset_b0c191c966,857,Federal Ministry of Education,Academic Building,Oyo,Jobele,"Along Jobele Road, Oyo",,,,8.2151249,3.5642897
asset_69777221ed,859,Federal Ministry of Education,Academic Building,Kogi,Okene,"Along College Of Education Road, Okene, Lokoja",,,,7.4610396,6.398817
asset_5ddb415f1e,860,Federal Ministry of Education,Academic Building,Cross River,Obudu,"No 1, Obudu/Vandeikya Road Obudu",,,,6.5583976,9.0532889
asset_8b84d4cecc,861,Federal Ministry of Education,Academic Building,Niger,Kontagora,Mokwa-Bokani-Kotangora Rd,,,,10.399893,5.4694905
asset_c764b15644,862,Federal Ministry of Education,Academic Building,Katsina,Katsina,"482m Kafur Road, Katsina",,,,12.9894283,7.6006278
asset_346fee14c7,863,Federal Ministry of Education,Academic Building,Kano,Kano,"Panshekara Rd, Kofar Kabuga",,,,11.9939978,8.5219738
asset_5923f812fb,864,Federal Ministry of Education,Academic Building,Zamfara,Gusau,"Zaria Rd, Guidan Damo, Gusau",,,,12.1658358,6.6606398
asset_3a89b9b006,865,Federal Ministry of Education,Academic Building,Gombe,Gombe,Ashaka - Bajago Rd,,,,10.3377843,11.1464299
asset_c41de69a79,866,Federal Ministry of Education,Academic Building,Enugu,Eha Amufu,Onistha - Awka express way. Enugu,,,,6.652226,7.768373
asset_7a145277d5,867,Federal Ministry of Education,Academic Building,Kano,Bichi,"FCE Bichi Road, Bichi LGA, Kano",,,,12.2334,8.24026
asset_57d5c4d380,868,Federal Ministry of Education,Academic Building,Delta,Asaba,"Along Asaba- Ibusa Rd, Asaba",,,,6.1858825,6.7297071
asset_9726ccf849,869,Federal Ministry of Education,Academic Building,,Akoka,"Saint Finbarrs College Road,Â Akoka, Yaba",,,,,
asset_52fd584386,870,Federal Ministry of Education,Academic Building,Ogun,Abeokuta,"Abeokuta-Ibadan Rd, Ijeun",,,,7.161,3.348
asset_ee14d44254,871,Alvan Ikoku College of Education,Academic Building,Imo,Owerri,"Orlu Rd, Owerri",,,,5.5123755,7.0086384
asset_ad2783b482,872,Education Tax Fund,Office Building,"FCT, Abuja",AMAC,"N0 6 Zambezi Crescent, Off Aguiyi Ironsi Street, Maitama",,,,9.0552729,7.4662595
asset_8fb69124df,873,Division Of Agricultural College (ABU),Office Building,Kaduna,Zaria,"Zabin Zaria, Kaduna",,,,11.0248119,7.6518533
asset_bcc61de2ee,874,Computer Registration council Of Nigeria,Office Building,"FCT, Abuja",AMAC,"Plot 1321, Adesoji Aderemi Street, Gudu District, Cadastral Zone B1",,,,9.0552729,7.4662595
asset_b585eef183,875,Committee Of Vice Chancellors,Office Building,"FCT, Abuja",AMAC,"4 Parakou Street, Wuse",,,,9.0552729,7.4662595
asset_4feb5a9434,876,College Of Petroleum And Gas Engineering,Office Building,"FCT, Abuja",AMAC,"7 Sylvester U. Ugoh Crescent, Abuja",,,,9.0552729,7.4662595
asset_db94eff92f,,FEDERAL MINISTRY OF ENVIRONMENT,Office Building,,,,,,,,
asset_3f19854e1f,878,Yankari National Park,Park,Bauchi,Alkaleri,"Yankari National Park, Bauchi, Nigeria",,,,9.896816,10.4308366
asset_2e1e890cca,879,Special Climate Change Unit,Office Building,,,,,,,,
asset_2f3dcb6515,880,Oyo National Park,Office Building,Oyo,,"Isokun-Iseyin Road, Ibadan, Oyo state, Nigeria",,,,8.2151249,3.5642897
asset_cbc3781264,881,Okumu National Park,Office Building,Edo,Ovia South-West,"Ovia South-West, Edo State, Nigeria",,,,6.4709535,5.2991591
asset_fb505baeb1,882,National Park Headquarters,Office Building,Abuja,AMAC,"Along Nnamdi Azikiwe International Airport Expressway, Abuja",,,,9.0552729,7.4662595
asset_0c1d0e378a,883,National Oil Spill Detection And Response Agency,Office Building,Abuja,AMAC,"NAIC Building, 5th Floor, Plot 590, Zone AO, Central Business District.",,,,9.0552729,7.4662595
asset_396610749e,884,National Environment Standards And Regulations Enforcement Agency,Office Building,Abuja,AMAC,"56 Lome Crescent, Wuse Zone 7, FCT Abuja",,,,9.0552729,7.4662595
asset_b6f71da079,885,Nag National Parks,Office Building,,,,,,,,
asset_7f6f0b0e70,886,Kamuku National Park,Office Building,kaduna,,"Northwest of Birnin Gwari, Kaduna State",,,,10.3825318,7.8533226
asset_d3f9d17ed4,887,Kanji National Park,Office Building,Niger and Kwara,,,,,,,
asset_7ace6e47dc,888,Federal College Of Forestry,Office Building,Plateau,Jos,"Federal College Of Forestry, Jos Opp Bauchi Motor Park, Bauchi Road, Jos, Plateau State",,,,9.9175125,8.8979401
asset_bc1d8adc8b,889,Environmental Health Registration Council Of Nigeria,Office Building,Abuja,AMAC,"No 1 Obosi Street, Off Samuel Ladoke Akintola Boulevard, Garki 2 900001, Abuja",,,,9.0552729,7.4662595
asset_6c9bb9841f,890,Cross River National Park,Office Building,Cross River,Boki,"Ikom-Abanliko Road, Basua",,,,6.2680357,9.0290841
asset_92b6f5ba81,891,Chad Basin National Park,Office Building,Borno,Maiduguri,"Biu road,adjacent international Hotel, Maiduguri Borno State",,,,11.8395375,13.1536214
asset_ac9e57ec04,,FEDERAL MINISTRY OF FINANCE,Office Building,,,,,,,,
asset_5e4b0a2898,892,Federal Ministry Of Finance HQ,Office Building,Abuja,AMAC,,,,,9.0552729,7.4662595
asset_ec4f19d7f8,893,Security And Exchange Commission,Office Building,,,,,,,,
asset_9f1c046e99,894,Office Of The Accountant General Of The Federation,Office Building,,,,,,,,
asset_3e015065d6,895,Sub - Treasurer Of The Federation,Office Building,,,,,,,,
asset_cffa7395f6,896,Office Of The Accountant General Of Federation Headquarters,Office Building,,,,,,,,
asset_1de159bf6b,897,Federal Pay Office,Office Building,Yola,,,,,,9.2089255,12.4802485
asset_7d43de730a,934,Nigeria Customs Service,Office Building,,,,,,,,
asset_9e94388272,935,National Insurance Commission,Office Building,,,,,,,,
asset_c283893117,936,National Board Of Community Banks,Office Building,,,,,,,,
asset_5557de1bef,937,Investment And Securities Tribunal,Office Building,,,,,,,,
asset_84fad55aac,938,Federal Ministry Of Finance Headquarters,Office Building,,,,,,,,
asset_a5b48a9f5e,939,Federal Inland Revenue Services,Office Building,,,,,,,,
asset_a9646ba258,940,Debt Management Office,Office Building,,,,,,,,
asset_d669fc4b1c,,FEDERAL MINISTRY OF FOREIGN AFFAIRS,Office Building,,,,,,,,
asset_b96f996c5b,941,Federal Ministry Of Foreign Affairs HQ,Office Building,Abuja,AMAC,"No1, Federal secretariat
Central Business District",,,,9.0552729,7.4662595
asset_0920055a01,941,Federal Ministry Of Foreign Affairs HQ,Office Building,Lagos,Ikoyi,"15A Awolowo Rd
Ikoyi",,,,6.4442559,3.4076153
asset_795b1901ea,942,Technical Aids Corps,Office Building,Abuja,AMAC,"Government office
35 Alex Ekwueme Way
Jabi",,,,9.0552729,7.4662595
asset_bf16191e65,943,Foreign Mission,Office Building,Cameroun,Yaounde,"Nigeria High Commission
B.P. 448,
Yaounde, Republic of Cameroun",,,,5.5340179,7.4994678
asset_3106da322a,944,Foreign Mission,Office Building,WINDHOEK,,,,,,9.0669035,7.4636722
asset_e3f550ca4f,946,Foreign Mission,Office Building,Austria,Vienna,"Embassy of Nigeria
Rennweg 25,
1031-Vienna, Austria",,,,6.4389131,3.4445071
asset_487aed2404,952,"Foreign Mission, (Christian Pilgrim Mission)",Office Building,TEL AVIV,,,,,,,
asset_a7a6204305,961,Foreign Mission (Consulate),Office Building,SAN FRANCISCO,,,,,,,
asset_69f3e797f4,966,Foreign Mission  (NEPAD Mission),Office Building,PRETORIA,,,,,,5.4841847,7.0135815
asset_3c2f195310,970,Foreign Mission,Office Building,Canada,Ottawa,"Nigeria High Commission
295 Metcalfe Street,
Ottawa Ontario,
Canada K2P lR9",,,,9.0436186,7.481417
asset_0794bc9625,972,Foreign Mission (Nigeria Niger Joint Commission),Office Building,NIAMEY,,,,,,9.0568166,7.4615988
asset_f59ef6c445,974,Foreign Mission (PM),Office Building,NEW YORK,,,,,,,
asset_341a5f5789,975,Foreign Mission (CG),Office Building,NEW YORK,,,,,,,
asset_b02eab25a5,977,Foreign Mission,Office Building,Chad,Ndjamena,"Embassy of Nigeria
35 Avenue Charles de Gaulle,
B.P. 752, Ndjamena,
Republic of Chad",,,,9.0894651,7.5040571
asset_4ad271fbdd,987,Foreign Mission,Office Building,Angola,Luada,"Embassy of Nigeria
Rua Presidente Boumedienne,
120 C.P. 479, Luanda, Angola",,,,10.4635934,7.4265412
asset_710ae0a1c3,1001,Foreign Mission (HAJJ Mission),Office Building,JEDDAH,,,,,,,
asset_8db958eada,1004,Foreign Mission,Office Building,Hong Kong,Wan Chai,"Consulate-General of Nigeria
Rms. 3309-10, 33/F,
China Resources Building,
26 Harbour Road,
Wan Chai,
Hong Kong,
G.P.O. Box 5670,
Hong Kong, China",,,,,
asset_1c3d15fea4,1010,Foreign Mission,Office Building,Botswana,Gaborone,"Nigeria High Commission
Plot 1086/92 Queenâ€™s Road,
The Mali Gaborone
G.O. Box 274,
Gaborone,
Botswana.",,,,9.0995497,7.5011436
asset_9621a4690b,1013,Foreign Mission (TRADE Mission),Office Building,DUBAI,,,,,,10.2555641,11.1833481
asset_b15b84bab0,1014,Foreign Mission,Office Building,Cameroun,Douala,"Nigeria Consulate
Boulevard de la Liberte,
Akwa Douala, B.P. 1553,
Douala, Republic of Cameroun",,,,5.5340179,7.4994678
asset_07e448494c,1018,Foreign Mission,Office Building,Benin,Cotonou,"Embassy of Nigeria
Avenue de France, Marina,
Cotonou B.P. 2019, Cotonou
Republic of Benin",,,,6.3330586,5.6221058
asset_2d138938bd,1021,Foreign Mission,Office Building,Australia,Canberra,"26, Guilfoyle Street, Yarralumla, Act 2600
Civic Square ACT 2608 Canberra,
Australia",,,,6.4453873,3.4268445
asset_e95cec78e2,1024,Foreign Mission,Office Building,Argentina,Buenos Aires,"Embassy of Nigeria
2674 Rosales Street,
(1636 Olive), Buenos Aires,
Argentina",,,,9.0402493,7.530222
asset_3b97d0d95e,1025,Foreign Mission,Office Building,Cameroun,Buea,"Consulate-General of Nigeria
Bokwango
P.M.B. 30, Buea
South West Province,
Republic of Cameroun",,,,5.5340179,7.4994678
asset_df0e372cf1,1028,Foreign Mission,Office Building,Belgium,Brussels,"Embassy of Nigeria Avenue de Tervuren
288, 1150 Brussels,
Belgium",,,,9.0792447,7.5016492
asset_4a858363e7,1029,Foreign Mission,Office Building,Congo,Brazaville,"Embassy of Nigeria
11, Avenue Lyautey
B.P. 790, Brazaville,
Republic of Congo",,,,8.9909651,7.4313013
asset_cc0620be92,1030,Foreign Mission,Office Building,Brazil,Brasilia,"Embassy of Nigeria
Sen. Av. Das Nascoeslote 5
Caixa Postal 03710, Brasilia, Brazil",,,,6.4339561,3.4228333
asset_b7432c0009,1035,Foreign Mission,Office Building,China,Beijing,"Embassy of Nigeria
2 Dong Wu Jie,
San Li Tun,
Beijing 100600
Peopleâ€™s Republic of China,",,,,9.0419324,7.4809707
asset_49a37bb674,1038,Foreign Mission,Office Building,Central Africa Republic,Bangui,"Embassy of Nigeria
Avenue B. Boganda
P.O. Box 1010, Bangui
Central African Republic",,,,,
asset_692541879e,1045,Foreign Mission,Office Building,ALGERIA (ALGIERS),Algiers,"Embassy of Nigeria
No.7 Chemin Doudou Mokhtar
Ben Aknoun, Algiers
B.P. 227, Algiers 16000, Algiers",,,,,
asset_b525cebf06,1049,Nigerian Institute of International Affairs,Office Building,,,,,,,,
asset_d908c59728,1050,Institute For Peace And Conflict Resolution,Office Building,,,,,,,,
asset_4f5459b743,1051,Foreign Services Academy (FSA),Office Building,,,,,,,,
asset_03eb692b92,1052,Federal Ministry Of Foreign Affairs And Intergovernmental Affairs Headquarters,Office Building,,,,,,,,
asset_f5758a7792,1053,Directorate Of Technical Cooperation In Africa,Office Building,,,,,,,,
asset_7f4a2a4618,1054,Directorate Of Pilgrims Affairs (Muslim),Office Building,,,,,,,,
asset_bc4b5b9bbe,1055,Directorate Of Pilgrims Affairs (Christian),Office Building,,,,,,,,
asset_ed6d8594f8,,FEDERAL MINISTRY OF DEFENCE,Office Building,,,,,,,,
asset_c88b4efdb8,1057,Presidential Committee On Barracks Rehabilitation,Office Building,,,,,,,,
asset_908e0dcb74,1058,Nigerian Navy,Office Building,,,,,,,,
asset_d28ee7b30a,1059,Nigerian Defence College,Office Building,,,,,,,,
asset_f4ac0df72a,1060,Nigerian Defence Academy (NDA),Office Building,,,,,,,,
asset_6279519178,1061,Nigerian Army,Office Building,,,,,,,,
asset_75e88ff669,1062,Nigerian Armed Forces Resettlement Center,Office Building,,,,,,,,
asset_b96bd095b1,1063,Nigerian Airforce,Office Building,,,,,,,,
asset_f563a15b42,1064,Military Missions,Office Building,,,,,,,,
asset_4a1dd09ac9,1065,Guards Brigade,Office Building,,,,,,,,
asset_a5b3c70abf,1066,Federal Ministry Of Defence Headquarters,Office Building,,,,,,,,
asset_aa533030c7,1067,Directorate Of Military Pensions,Office Building,,,,,,,,
asset_c92dcee24c,1068,Defence Missions,Office Building,,,,,,,,
asset_a7613484e5,1082,Defence Intelligence Agency,Office Building,,,,,,,,
asset_49801f0dff,1083,Defence Intelligence School,Office Building,,,,,,,,
asset_4aa96ef4fe,1084,Defence Industries Corporation (DICON),Office Building,,,,,,,,
asset_753190745e,1085,Defence Headquarters,Office Building,,,,,,,,
asset_f8fc66649e,1086,Command And Staff College Jaji,Office Building,,,,,,,,
asset_76ebe5c985,,FEDERAL MINISTRY OF BUDGET AND NATIONAL PLANNING,Office Building,,,,,,,,
asset_e1be4354fe,1087,Budget office Of The Federation,Office Building,Abuja,AMAC,,,,,9.0552729,7.4662595
asset_1927902c27,1088,National Planning Commission,Office Building,Abuja,AMAC,,,,,9.0552729,7.4662595
asset_2f84e7287d,1089,Center For Management Development,Office Building,Abuja,AMAC,,,,,9.0552729,7.4662595
asset_618ebb6a92,,FEDERAL MINISTRY OF WORKS AND HOUSING,Office Building,,,,,,,,
asset_da92423233,1090,Federal Ministry of Works And Housing,Office Building,Lagos,Yaba,"G96G+54M, Yaba 101245, Lagos",Harvey Road Health Centre and Maternity,,,6.5114693,3.3699982
asset_47b8d9d9d3,1091,Survey Council of Nigeria,Office Building,Abuja,AMAC,"10 Yawuri Street, off Jere street, Garki II, PMB 428, 10 Yawuri St, Garki, Abuja",United Procurement Consultant,,,9.0552729,7.4662595
asset_d982e7edeb,1092,Office of the Surveyor General of the Federation,Office Building,Abuja,AMAC,"6 Jere St, Garki 900103, Abuja",Peoples Shopping Centre,,,9.0269037,7.4872212
asset_e8efcffbfc,1093,Urban Development Bank,Office Building,Abuja,AMAC,"Julius Berger Junction Wuse Zone 6 Behind New Nigerian Bank Garki Abu, Abuja",Hampton Hotel,,,9.0552729,7.4662595
asset_1a04d49a1d,1094,Town Planners Registration council,Office Building,Abuja,AMAC,"2047 Michael Okpara St, Wuse 1 904101, Abuja",Institute of Chartered Accountant,,,9.0552729,7.4662595
asset_6337e5452a,1095,Council For Regulation of Engineering in Nigeria,Office Building,Abuja,AMAC,"Zone 4, 22 Addis - Ababa Cres, Wuse 904101, Abuja",Toshad Consulting and Management,,,9.0552729,7.4662595
asset_0d3c936ce6,1096,Federal School of Survey,Academic Building,Oyo,,"RXR2+X4Q, Lagos - Ibadan Expressway, 211213, Oyo",Goldcity Petrol City,,,8.2151249,3.5642897
asset_6cfbb8a803,1097,Federal Road Maintenance Agency,Office Building,Abuja,AMAC,"Plot 163 Aminu, Kano Crescent, Wuse 904101, Abuja",Fadama 3 House,,,9.0552729,7.4662595
asset_776c632766,1098,Quantity Surveyors Registration Board Of Nigeria,Office Building,Abuja,AMAC,"21 Sa'Adu Zungur Avenue, Gwarinpa Estate 900108, Abuja",Bella Nucci Spa,,,9.0552729,7.4662595
asset_81b9f25d9c,1100,Federal Ministry of Works And Housing Headquarters,Office Building,Abuja,AMAC,"3FH4+V45, Kado 900108, Abuja",Agricultural Research Council of Nigeria,,,9.0552729,7.4662595
asset_d0e2817735,1101,Federal Housing Authority,Office Building,Abuja,AMAC,"26 Julius Nyerere Cres, Asokoro 900231, Aso",Oas Imperial Nigeira Limited,,,9.0445303,7.5232646
asset_536f7c7b9e,1102,Estate Surveyors And Valuers Registration Board,Office Building,Lagos,Yaba,"5, Oweh Street, Beside WAEC, Off Ikorodu Road, Jibowu, P.O. Box 51876, Falomo, Yaba,",PYE House,,,6.5114693,3.3699982
asset_94bb05fe51,1103,Council For Registration Of Builders Of Nigeria,Office Building,Abuja,AMAC,"CORBON Secretariat, Plot 1199 Cadastral Zone BO, Behind Gilmor Engineering Yard, Adjacent TSTV Office, Jahi",TSTV Office,,,9.0552729,7.4662595
asset_c716c61246,1104,Architect Registration Council Of Nigeria,Office Building,,,"CORBON Secretariat, Plot 1199 Cadastral Zone BO, Behind Gilmor Engineering Yard, Adjacent TSTV Office, Jahi",TSTV Office,,,,
asset_1b460adeab,,NATIONAL ASSEMBLY,Office Building,,,,,,,,
asset_0c4f1cafb9,1106,Senate Committee On Public Accounts,Office Building,,,,,,,,
asset_8c98d47891,1107,Senate,Office Building,,,,,,,,
asset_9df4da5610,1108,National Assembly Commission,Office Building,,,,,,,,
asset_6790246927,1109,National Assembly Management,Office Building,,,,,,,,
asset_d1df87ab4c,1110,Legislative Aides,Office Building,,,,,,,,
asset_0af4cdf5cb,1111,House Of Representatives,Office Building,,,,,,,,
asset_fa63f3d494,1112,House Committee On Public Accounts,Office Building,,,,,,,,
asset_ec270ccea6,1113,General Service Office,Office Building,,,,,,,,
asset_63a1fb85a4,,PRESIDENCY,Office Building,,,,,,,,
asset_110ffeb1fc,1116,Office Of The Head of Civil Service Of The Federation,Office Building,,,,,,,,
asset_c862d07a3d,1117,Petroleum Products Pricing Regulatory Agency,Office Building,,,,,,,,
asset_7ee1060ee4,1118,"Office of the Special Advisers, Senior Special Assistants, and Special Assistants to the President Domiciled in the State House",Office Building,,,,,,,,
asset_2db5c5f15a,1119,Office of the Senior Special Assistant to the President on MDGs(OSSAP-MDGs),Office Building,,,,,,,,
asset_24db26a077,1120,Office of The Head of The Civil Service of The Federation,Office Building,,,,,,,,
asset_239d269bce,1121,Bureau Of Public Enterprises,Office Building,,,,,,,,
asset_bf046e5b66,1122,Office Of The Head Of Service Of The Federation,Office Building,,,,,,,,
asset_5560564c49,1128,Federal Ministry Of Special Duties,Office Building,,,,,,,,
asset_e6bb40a6ff,1129,National Institute For Policy And Strategic Studies,Office Building,,,,,,,,
asset_22e228e80c,1130,Nigeria Institute Of International Affairs,Office Building,,,,,,,,
asset_61d44980bb,1131,Nigeria Extractive Industries Transparency Initiative,Office Building,,,,,,,,
asset_25539905a0,1132,Bureau Of Public Procurement,Office Building,,,,,,,,
asset_ce69ff19c8,1133,Nigeria Christian Pilgrim Commission,Office Building,,,,,,,,
asset_b0e40e15d7,1134,Nigeria Investment Promotion Council,Office Building,,,,,,,,
asset_6272304c2d,1135,National Partnership For Africa Development(NEPAD),Office Building,,,,,,,,
asset_6eb1f79a35,1136,"National Salaries, Income And Wages Commission",Office Building,,,,,,,,
asset_beedc760d9,1137,National Pension commission,Office Building,,,,,,,,
asset_997a75f71a,1138,Bureau Of Public Enterprises(BPE),Office Building,,,,,,,,
asset_e3181115b2,1139,National Merit Award,Office Building,,,,,,,,
asset_b308cfc0ed,1140,National Identity Management Commission,Office Building,,,,,,,,
asset_463a0fafa5,1141,National Hospital,Office Building,,,,,,,,
asset_f39cfde6e0,1142,National Hajj Commission Of Nigeria,Office Building,,,,,,,,
asset_fea9b1526d,1143,National Commission For Refugees,Office Building,,,,,,,,
asset_617ce7ddb7,1144,National Emergency Management Agency(NEMA),Office Building,,,,,,,,
asset_3df8d7e09d,1145,National Economic Intelligence Committee,Office Building,,,,,,,,
asset_9db14b2d1c,1146,National Boundary Commission,Office Building,,,,,,,,
asset_9b3d4b74ac,1147,National Action Committee On Aids (NACA),Office Building,,,,,,,,
